Date/Time of Update: 2016-10-27 10:01:16 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name,#GamesPlayed,#Points
,5811,Panarin,Artemi,72,LW,"5'11""",170,1991-10-30,24,Korkino,Russia,N,20,CHI,Chicago,Blackhawks,7,5
,3502,Parise,Zach,11,LW,"5'11""",197,1984-07-28,32,"Minneapolis, MN",USA,N,25,MIN,Minnesota,Wild,7,5
,4929,Petry,Jeff,26,D,"6'3""",195,1987-12-09,28,"Ann Arbor, MI",USA,N,14,MTL,Montreal,Canadiens,6,5
,4100,Radulov,Alexander,47,RW,"6'1""",200,1986-07-05,30,Nizhny Tagil,Russia,N,14,MTL,Montreal,Canadiens,7,5
,5005,Read,Matt,24,RW,"5'10""",185,1986-06-14,30,"Ilderton, ON",Canada,N,6,PHI,Philadelphia,Flyers,7,5
,3634,Seabrook,Brent,7,D,"6'3""",221,1985-04-20,31,"Richmond, BC",Canada,N,20,CHI,Chicago,Blackhawks,7,5
,439,Sedin,Henrik,33,C,"6'2""",188,1980-09-26,36,Ornskoldsvik,Sweden,N,21,VAN,Vancouver,Canucks,7,5
,4901,Shattenkirk,Kevin,22,D,"5'11""",207,1989-01-29,27,"New Rochelle, NY",USA,N,17,STL,St. Louis,Blues,7,5
,247,Staal,Eric,12,C,"6'4""",205,,,"Thunder Bay, ON",Canada,N,25,MIN,Minnesota,Wild,7,5
,4885,Stepan,Derek,21,C,"6'0""",196,1990-06-18,26,"Hastings, MN",USA,N,9,NYR,New York,Rangers,7,5
,5105,Stone,Mark,61,RW,"6'2""",205,1992-05-13,24,"Winnipeg, MB",Canada,N,13,OTT,Ottawa,Senators,6,5
,3665,Streit,Mark,32,D,"5'11""",191,1977-12-11,38,Bern,Switzerland,N,6,PHI,Philadelphia,Flyers,7,5
,4997,Strome,Ryan,18,C,"6'1""",188,1993-07-11,23,"Mississauga, ON",Canada,N,8,NYI,New York,Islanders,7,5
,4671,Subban,P.K.,76,D,"6'0""",217,1989-05-13,27,"Toronto, ON",Canada,N,18,NSH,Nashville,Predators,6,5
,4490,Sutter,Brandon,20,C,"6'3""",183,1989-02-14,27,"Huntington, NY",USA,N,21,VAN,Vancouver,Canucks,7,5
,82,Thornton,Joe,19,C,"6'4""",220,1979-07-02,37,"London, ON",Canada,N,26,SJS,San Jose,Sharks,7,5
,5191,Toffoli,Tyler,73,RW,"6'1""",196,1992-04-24,24,"Toronto, ON",Canada,N,28,LAK,Los Angeles,Kings,6,5
,10062,Vesey,Jimmy,26,LW,"6'2""",201,1993-05-26,23,"Boston, MA",USA,Y,9,NYR,New York,Rangers,7,5
,250,Vrbata,Radim,17,RW,"6'1""",194,1981-06-13,35,Mlada Boleslav,Czech Republic,N,30,ARI,Arizona,Coyotes,6,5
,5449,Wennberg,Alexander,10,C,"6'1""",190,,,Stockholm,Sweden,N,19,CBJ,Columbus,Blue Jackets,5,5
,5603,Werenski,Zach,8,D,"6'2""",214,1997-07-19,19,"Grosse Pointe, MI",USA,Y,19,CBJ,Columbus,Blue Jackets,5,5
,4430,Wheeler,Blake,26,RW,"6'5""",205,1986-08-31,30,"Robbinsdale, MN",USA,N,47,WPJ,Winnipeg,Jets,6,5
,4971,Wiercioch,Patrick,28,D,"6'5""",205,1990-09-12,26,"Burnaby, BC",Canada,N,22,COL,Colorado,Avalanche,5,5
,4032,Zajac,Travis,19,C,"6'3""",205,1985-05-13,31,"Winnipeg, MB",Canada,N,7,NJD,New Jersey,Devils,6,5
,4927,Zuccarello,Mats,36,LW,"5'7""",179,1987-09-01,29,Oslo,Norway,N,9,NYR,New York,Rangers,7,5
,5093,Zucker,Jason,16,LW,"5'11""",186,1992-01-16,24,"Newport Beach, CA",USA,N,25,MIN,Minnesota,Wild,7,5
,5538,Arvidsson,Viktor,38,LW,"5'9""",172,1993-04-08,23,Skelleftea,Sweden,N,18,NSH,Nashville,Predators,6,4
,5011,Atkinson,Cam,13,RW,"5'7""",172,1989-06-05,27,"Riverside, CT",USA,N,19,CBJ,Columbus,Blue Jackets,5,4
,4179,Backes,David,42,C,"6'3""",221,1984-05-01,32,"Minneapolis, MN",USA,N,11,BOS,Boston,Bruins,5,4
,4609,Backlund,Mikael,11,C,"6'0""",198,1989-03-17,27,Vasteras,Sweden,N,23,CGY,Calgary,Flames,8,4
,5075,Barrie,Tyson,4,D,"5'10""",190,1991-07-26,25,"Victoria, BC",Canada,N,22,COL,Colorado,Avalanche,5,4
,4707,Benn,Jamie,14,LW,"6'2""",210,1989-07-18,27,"Victoria, BC",Canada,N,27,DAL,Dallas,Stars,6,4
,4373,Boychuk,Johnny,55,D,"6'2""",225,1984-01-19,32,"Edmonton, AB",Canada,N,8,NYI,New York,Islanders,7,4
,4354,Brassard,Derick,19,C,"6'1""",202,1987-09-22,29,"Hull, QC",Canada,N,13,OTT,Ottawa,Senators,6,4
,5123,Brodin,Jonas,25,D,"6'1""",191,1993-07-12,23,Karlstad,Sweden,N,25,MIN,Minnesota,Wild,7,4
,3874,Byfuglien,Dustin,33,D,"6'5""",265,1985-03-27,31,"Minneapolis, MN",USA,N,47,WPJ,Winnipeg,Jets,6,4
,3488,Carter,Jeff,77,C,"6'4""",212,1985-01-01,31,"London, ON",Canada,N,28,LAK,Los Angeles,Kings,6,4
,4318,Clutterbuck,Cal,15,RW,"5'11""",213,1987-11-18,28,"Welland, ON",Canada,N,8,NYI,New York,Islanders,7,4
,4284,Cogliano,Andrew,7,C,"5'10""",181,1987-06-14,29,"Toronto, ON",Canada,N,29,ANA,Anaheim,Ducks,8,4
,4980,Colborne,Joe,8,C,"6'5""",213,1990-01-30,26,"Calgary, AB",Canada,N,22,COL,Colorado,Avalanche,5,4
,4995,Couturier,Sean,14,C,"6'3""",197,1992-12-07,23,"Phoenix, AZ",USA,N,6,PHI,Philadelphia,Flyers,7,4
,5487,Danault,Phillip,24,C,"6'0""",201,,,"Victoriaville, QC",Canada,N,14,MTL,Montreal,Canadiens,7,4
,4739,Desharnais,David,51,C,"5'7""",177,1986-09-14,30,"Laurier-Station, QC",Canada,N,14,MTL,Montreal,Canadiens,7,4
,5412,Domi,Max,16,C,"5'9""",197,1995-03-02,21,"Winnipeg, MB",Canada,N,30,ARI,Arizona,Coyotes,6,4
,5125,Dumba,Matthew,24,D,"6'0""",183,1994-07-25,22,"Regina, SK",Canada,N,25,MIN,Minnesota,Wild,7,4
,3733,Eaves,Patrick,18,RW,"6'0""",187,1984-05-01,32,"Calgary, AB",Canada,N,27,DAL,Dallas,Stars,5,4
,4866,Ekman-Larsson,Oliver,23,D,"6'2""",190,1991-07-17,25,Karlskrona,Sweden,N,30,ARI,Arizona,Coyotes,6,4
,4020,Eriksson,Loui,21,LW,"6'2""",196,1985-07-17,31,Gothenburg,Sweden,N,21,VAN,Vancouver,Canucks,7,4
,5615,Eriksson-Ek,Joel,14,C,"6'2""",184,1997-01-29,19,Karlstad,Sweden,Y,25,MIN,Minnesota,Wild,3,4
,5257,Fast,Jesper,19,RW,"6'0""",185,1991-12-02,24,Nassjo,Sweden,N,9,NYR,New York,Rangers,7,4
,5478,Ferland,Micheal,79,LW,"6'2""",215,1992-04-20,24,"Swan River, MB",Canada,N,23,CGY,Calgary,Flames,8,4
,850,Fisher,Mike,12,C,"6'1""",215,1980-06-05,36,"Peterborough, ON",Canada,N,18,NSH,Nashville,Predators,5,4
,4507,Frolik,Michael,67,C,"6'1""",198,1988-02-17,28,Kladno,Czechoslovakia,N,23,CGY,Calgary,Flames,8,4
,5006,Gardiner,Jake,51,D,"6'2""",184,1990-07-04,26,"Minnetonka, MN",USA,N,12,TOR,Toronto,Maple Leafs,6,4
,5268,Glendening,Luke,41,C,"5'11""",195,1989-04-28,27,"Grand Rapids, MI",USA,N,16,DET,Detroit,Red Wings,7,4
,4402,Goligoski,Alex,33,D,"5'11""",181,1985-07-30,31,"Grand Rapids, MN",USA,N,30,ARI,Arizona,Coyotes,6,4
,5440,Gostisbehere,Shayne,53,D,"5'11""",160,,,"Pembroke Pines, FL",USA,N,6,PHI,Philadelphia,Flyers,7,4
,4685,Hedman,Victor,77,D,"6'6""",233,1990-12-18,25,Ornskoldsvik,Sweden,N,1,TBL,Tampa Bay,Lightning,6,4
,219,Hossa,Marian,81,RW,"6'1""",210,1979-01-12,37,Stara Lubovna,Czechoslovakia,N,20,CHI,Chicago,Blackhawks,6,4
,5010,Johansen,Ryan,92,C,"6'3""",203,1992-07-31,24,"Vancouver, BC",Canada,N,18,NSH,Nashville,Predators,6,4
,4882,Johansson,Marcus,90,C,"6'1""",205,1990-10-06,26,Landskrona,Sweden,N,5,WSH,Washington,Capitals,6,4
,5042,Josi,Roman,59,D,"6'1""",192,1990-06-01,26,Bern,Switzerland,N,18,NSH,Nashville,Predators,6,4
,4766,Kadri,Nazem,43,C,"6'0""",188,1990-10-06,26,"London, ON",Canada,N,12,TOR,Toronto,Maple Leafs,6,4
,5039,Kassian,Zack,44,RW,"6'3""",214,,,"Windsor, ON",Canada,N,24,EDM,Edmonton,Oilers,7,4
,787,Kesler,Ryan,17,C,"6'2""",202,1984-08-31,32,"Livonia, MI",USA,N,29,ANA,Anaheim,Ducks,8,4
,4008,Kessel,Phil,81,RW,,202,1987-10-02,29,"Madison, WI",USA,N,10,PIT,Pittsburgh,Penguins,7,4
,4730,Letestu,Mark,55,C,"5'11""",195,1985-02-04,31,"Elk Point, AB",Canada,N,24,EDM,Edmonton,Oilers,7,4
,5921,Matheson,Michael,19,D,,,,,,,N,4,FLO,Florida,Panthers,6,4
,10070,Motte,Tyler,64,C,"5'9""",188,1995-03-10,21,"St. Clair, MI",USA,Y,20,CHI,Chicago,Blackhawks,7,4
,4322,Moulson,Matt,26,LW,"6'1""",200,1983-11-01,32,"North York, ON",Canada,N,15,BUF,Buffalo,Sabres,5,4
,5136,Namestnikov,Vladislav,90,C,"5'11""",171,1992-11-22,23,Zhukovskiy,Russia,N,1,TBL,Tampa Bay,Lightning,6,4
,4868,Niederreiter,Nino,22,RW,"6'2""",209,1992-08-09,24,Chur,Switzerland,N,25,MIN,Minnesota,Wild,7,4
,4300,Niskanen,Matt,2,D,"6'0""",209,1986-12-06,29,"Virginia, MN",USA,N,5,WSH,Washington,Capitals,6,4
,4993,Nugent-Hopkins,Ryan,93,C,"6'1""",185,1993-04-12,23,"Burnaby, BC",Canada,N,24,EDM,Edmonton,Oilers,7,4
,4406,Okposo,Kyle,21,RW,"6'0""",212,1988-04-16,28,"St. Paul, MN",USA,N,15,BUF,Buffalo,Sabres,4,4
,5178,Palat,Ondrej,18,LW,"6'0""",180,1991-03-28,25,Frydek-Mistek,Czechoslovakia,N,1,TBL,Tampa Bay,Lightning,6,4
,4307,Perron,David,57,LW,"6'0""",205,,,"Sherbrooke, QC",Canada,N,17,STL,St. Louis,Blues,7,4
,4548,Pietrangelo,Alex,27,D,"6'3""",201,1990-01-18,26,"King City, ON",Canada,N,17,STL,St. Louis,Blues,7,4
,3694,Pouliot,Benoit,67,LW,"6'3""",197,1986-09-29,30,"Alfred, ON",Canada,N,24,EDM,Edmonton,Oilers,7,4
,5602,Provorov,Ivan,9,D,"6'1""",201,1997-01-13,19,Yaroslavl,Russia,Y,6,PHI,Philadelphia,Flyers,7,4
,3789,Richardson,Brad,15,RW,"6'0""",197,1985-02-04,31,"Belleville, ON",Canada,N,30,ARI,Arizona,Coyotes,6,4
,5261,Rielly,Morgan,44,D,"6'1""",205,1994-03-09,22,"Vancouver, BC",Canada,N,12,TOR,Toronto,Maple Leafs,6,4
,4270,Ryan,Bobby,9,RW,"6'2""",200,1987-03-17,29,"Cherry Hill, NJ",USA,N,13,OTT,Ottawa,Senators,6,4
,438,Sedin,Daniel,22,LW,"6'1""",187,1980-09-26,36,Ornskoldsvik,Sweden,N,21,VAN,Vancouver,Canucks,7,4
,5453,Severson,Damon,28,D,"6'2""",205,1994-08-07,22,"Brandon, MB",Canada,N,7,NJD,New Jersey,Devils,6,4
,590,Stajan,Matt,18,C,"6'1""",192,1983-12-19,32,"Mississauga, ON",Canada,N,23,CGY,Calgary,Flames,8,4
,4579,Stewart,Chris,7,RW,"6'2""",231,1987-10-30,28,"Toronto, ON",Canada,N,25,MIN,Minnesota,Wild,7,4
,4420,Turris,Kyle,7,C,"6'1""",191,1989-08-14,27,"New Westminster, BC",Canada,N,13,OTT,Ottawa,Senators,6,4
,4683,van Riemsdyk,James,25,LW,"6'3""",200,1989-05-04,27,"Middletown, NJ",USA,N,12,TOR,Toronto,Maple Leafs,6,4
,4346,Versteeg,Kris,10,LW,"5'11""",183,1986-05-13,30,"Lethbridge, AB",Canada,N,23,CGY,Calgary,Flames,8,4
,3672,Wideman,Dennis,6,D,"6'0""",200,1983-03-20,33,"Kitchener, ON",Canada,N,23,CGY,Calgary,Flames,5,4
,5119,Yakupov,Nail,64,RW,"5'11""",184,1993-10-06,23,Nizhnekamsk,Russia,N,17,STL,St. Louis,Blues,7,4
,10057,Zaitsev,Nikita,22,D,"6'2""",196,1991-10-29,24,Moscow,Russia,Y,12,TOR,Toronto,Maple Leafs,6,4
,309,Zetterberg,Henrik,40,LW,"5'11""",197,1980-10-09,36,Njurunda,Sweden,N,16,DET,Detroit,Red Wings,7,4
,5853,Athanasiou,Andreas,72,C,"6'2""",192,1994-08-06,22,"London, ON",Canada,N,16,DET,Detroit,Red Wings,5,3
,4264,Backstrom,Nicklas,19,C,"6'1""",208,1987-11-23,28,Gavle,Sweden,N,5,WSH,Washington,Capitals,6,3
,4545,Berglund,Patrik,21,C,"6'3""",217,1988-06-02,28,V?ster?s,Sweden,N,17,STL,St. Louis,Blues,7,3
,4686,Bozak,Tyler,42,C,"6'1""",195,1986-03-19,30,"Regina, SK",Canada,N,12,TOR,Toronto,Maple Leafs,6,3
,5451,Burakovsky,Andre,65,LW,"6'1""",178,1995-02-09,21,Klagenfurt,Austria,N,5,WSH,Washington,Capitals,6,3
,218,Chara,Zdeno,33,D,"6'9""",255,1977-03-18,39,Trencin,Czechoslovakia,N,11,BOS,Boston,Bruins,7,3
,388,Chimera,Jason,25,LW,"6'3""",213,1979-05-02,37,"Edmonton, AB",Canada,N,8,NYI,New York,Islanders,7,3
,9642,Chychrun,Jakob,6,D,"6'2""",215,1998-03-31,18,"Boca Raton, FL",USA,Y,30,ARI,Arizona,Coyotes,5,3
,5083,Cizikas,Casey,53,C,"5'11""",189,1991-02-27,25,"Toronto, ON",Canada,N,8,NYI,New York,Islanders,7,3
,4684,Cracknell,Adam,27,RW,"6'2""",210,1985-06-15,31,"Prince Albert, SK",Canada,N,27,DAL,Dallas,Stars,6,3
,4805,Dalpe,Zac,27,C,"6'1""",195,,,"Paris, ON",Canada,N,25,MIN,Minnesota,Wild,7,3
,547,Doan,Shane,19,RW,"6'1""",223,1976-10-10,40,"Halkirk, AB",Canada,N,30,ARI,Arizona,Coyotes,6,3
,4510,Doughty,Drew,8,D,"6'1""",213,1989-12-08,26,"London, ON",Canada,N,28,LAK,Los Angeles,Kings,6,3
,5017,Emelin,Alexei,74,D,"6'2""",224,1986-04-25,30,Togliatti,Russia,N,14,MTL,Montreal,Canadiens,7,3
